t,ex,ey,ez,ax,ay,az,mx,my,mz,gx,gy,gz
1613570932595,1.3125,3.75,0.375,1.06,-0.94,5.13,-68.6875,69.6875,-47,0.00444444,0.0377778,-0.0144444
1613570932699,1.3125,3.75,0.375,2.02,-0.26,2.02,-69.375,68.6875,-47,-0.00777778,-0.0233333,0.00666667
1613570932805,1.3125,3.75,0.375,-2.62,0.19,17.46,-69.375,69.0625,-47.6875,-0.00222222,-0.0455556,0.0122222
1613570932909,1.3125,3.75,0.375,0.52,-0.92,7.01,-69.75,69.0625,-47.375,0.00444444,0.0322222,-0.0111111
1613570933016,1.3125,3.8125,0.375,-1.79,-0.05,13.04,-69.0625,69.0625,-47,-0.00555556,0.0377778,-0.0122222
1613570933120,1.3125,3.8125,0.375,2.16,-1.12,2.93,-68.75,69.375,-48.0625,-0.00777778,-0.0344444,0.00777778
1613570933225,1.3125,3.8125,0.375,-2.48,1.1,16.99,-68.375,69.0625,-47.6875,0.00333333,-0.0166667,0
1613570933337,1.3125,3.8125,0.375,-2.53,0.13,15.97,-69.75,69.0625,-47.375,-0.00333333,-0.0555556,0.0144444
1613570933442,1.3125,3.8125,0.375,0.65,-0.66,5.16,-69.375,68.6875,-48.0625,0.00222222,-0.00444444,-0.0133333
1613570933548,1.3125,3.875,0.375,-1.9,1.15,15.04,-69.0625,69.0625,-46.5625,0,0.0177778,-0.0111111
1613570933652,1.375,3.9375,0.4375,-3.84,0.89,19.63,-69.375,69.0625,-47.6875,-0.0188889,-0.00222222,-0.00444444
1613570933758,1.375,3.9375,0.4375,-2.96,1.12,18.35,-69.375,69.375,-47.6875,-0.00777778,-0.0533333,0.0133333
1613570933868,1.375,3.9375,0.4375,-2.43,0.03,16.31,-69.0625,69.6875,-48.0625,0.00888889,0.0133333,0
1613570933973,1.375,3.9375,0.4375,1.04,-0.87,4.6,-68.6875,69.375,-47,0.00777778,0.0244444,-0.00888889
1613570934078,1.375,4,0.4375,-2.38,1.16,15.33,-69.375,69.6875,-47.6875,-0.00555556,0.00888889,-0.00666667
1613570934182,1.375,4,0.4375,-3.17,0.65,19.15,-69.0625,68.6875,-47.6875,-0.00555556,-0.0277778,0.0133333
1613570934289,1.375,4,0.4375,1.86,-0.12,2.65,-68.75,68.25,-47.6875,-0.00111111,-0.0222222,0.00888889
1613570934392,1.375,4.0625,0.4375,-1.62,1.19,13.22,-69.375,68.6875,-49.1875,-0.00111111,0.00444444,-0.00666667
1613570934500,1.375,4.0625,0.4375,0.67,0.37,7.25,-69.375,70.0625,-47.6875,0.00222222,0.0233333,-0.01
1613570934603,1.4375,4.125,0.4375,-2.44,1.13,15.91,-69.75,68.6875,-46.875,-0.0111111,0.0133333,0.00222222
1613570934711,1.4375,4.125,0.4375,1.77,-0.73,1.54,-69.0625,68.6875,-48.75,-0.00555556,-0.0277778,0.00777778
1613570934814,1.4375,4.0625,0.4375,1.54,0.13,3.92,-68.6875,68.6875,-46.875,0.00555556,-0.01,0.00111111
1613570934922,1.4375,4.125,0.4375,-2.36,-0.07,14.74,-69.0625,68.6875,-46.875,-0.00111111,0.0466667,-0.0155556
1613570935025,1.4375,4.125,0.4375,0.7,0.36,6.07,-69.0625,68.25,-48.6875,-0.00888889,0.0133333,-0.00222222
1613570935129,1.4375,4.1875,0.4375,-1.37,-0.19,10.88,-68.375,68.6875,-46.875,-0.00777778,-0.0333333,0.0133333
1613570935234,1.4375,4.125,0.4375,-0.6,0.83,10.16,-69.375,68.6875,-47,-0.00666667,-0.0144444,0.00666667
1613570935340,1.5,4.1875,0.5,-3.32,1.12,20.05,-69.0625,69.0625,-48.0625,0.00444444,0.02,-0.0155556
1613570935448,1.5,4.1875,0.5,-2.42,0.05,15.38,-69.375,69.375,-47,0.00222222,0.0344444,-0.0133333
1613570935555,1.5,4.25,0.5,-2.81,0.57,17.47,-69.0625,69.375,-47.6875,-0.01,-0.00444444,0
1613570935658,1.5,4.25,0.5,-0.42,-0.74,10.56,-69.375,69.0625,-48,-0.00333333,-0.0355556,0.00888889
1613570935765,1.5,4.25,0.5625,-0.66,0.99,10.14,-68.375,69.6875,-48,0,-0.0166667,0.00111111
1613570935868,1.5,4.3125,0.5,-3.05,0.77,17.89,-69.375,69.0625,-46.0625,0.00555556,0.0111111,-0.0122222
1613570935976,1.5,4.3125,0.5,2.31,-0.79,1.03,-69.0625,69.0625,-47.5625,0.00222222,0.00666667,-0.01
1613570936079,1.5,4.375,0.5,-0.19,0.74,9.55,-69.0625,68.6875,-47.25,-0.00666667,-0.0333333,0.0111111
1613570936182,1.5,4.375,0.5,1.7,-0.01,3.19,-68.6875,68.25,-46.5625,0.00666667,0.0288889,-0.00555556
1613570936285,1.5625,4.375,0.5,-1.78,-0.14,13.73,-69.0625,68.6875,-48.0625,-0.00222222,0.0166667,-0.00444444
1613570936388,1.5,4.375,0.5625,1.28,-0.87,4.2,-69.375,69.0625,-48,-0.00777778,-0.0211111,0.00444444
1613570936491,1.5625,4.4375,0.5625,-2.58,1.3,17.64,-69.0625,69.0625,-46.875,-0.00444444,-0.0244444,0.01
1613570936598,1.5625,4.4375,0.5625,-0.94,1,11.69,-69.0625,68.6875,-46.875,0.00666667,-0.00444444,-0.00222222
1613570936701,1.5625,4.4375,0.5625,-3.16,1.11,17.28,-69.0625,68.25,-47.25,0.00222222,0.0111111,-0.00777778
1613570936809,1.5625,4.5,0.5625,2.73,-0.97,1.18,-69.375,69.0625,-47.25,-0.00222222,-0.00444444,-0.00333333
1613570936912,1.5625,4.5,0.5625,0.45,0.32,7.89,-69.375,69.375,-46.5,-0.00888889,-0.00555556,0.0144444
1613570937019,1.5625,4.5,0.5625,-0.47,-0.45,10.01,-68.75,70.0625,-47.5625,-0.00222222,-0.0255556,0.00666667
1613570937122,1.625,4.5,0.5625,2.33,-1.09,1.48,-69.375,69.375,-48.6875,0.00111111,0.03,-0.0155556
1613570937230,1.625,4.5625,0.625,1.07,-1.05,4.21,-69.375,69.6875,-48,-0.0166667,-0.0155556,0.00333333
1613570937333,1.625,4.625,0.625,2.34,-0.45,0.95,-69.75,69.6875,-46.875,-0.00555556,-0.0544444,0.0111111
1613570937436,1.625,4.5625,0.625,-3.09,0.62,16.93,-68.75,69.6875,-48,0.00888889,0,-0.00111111
1613570937542,1.625,4.625,0.5625,1.46,0.15,2.67,-69.375,68.6875,-46.875,0.00444444,-0.0166667,0
1613570937645,1.625,4.6875,0.5625,-1.37,0.85,12.35,-69.0625,68.6875,-47.5625,0.00777778,0.0233333,-0.0155556
1613570937748,1.625,4.6875,0.5625,0.72,0.29,6.62,-68.375,68.6875,-47.25,-0.00222222,-0.0288889,0.00777778
1613570937853,1.625,4.6875,0.5625,-0.82,-0.49,11.49,-69.0625,69.0625,-46.875,-0.00666667,-0.0477778,0.0111111
1613570937957,1.6875,4.6875,0.5625,1.94,-0.58,2,-68.75,69.0625,-47.25,-0.00111111,0.0144444,-0.0111111
1613570938063,1.625,4.75,0.625,-3.14,0.96,18.4,-69.375,69.375,-46.875,0.00111111,0.0422222,-0.0144444
1613570938167,1.625,4.8125,0.625,-2.14,-0.07,16.04,-69.75,69.0625,-48,-0.0122222,-0.03,0.00444444
1613570938274,1.625,4.75,0.5625,-3.47,1.02,21.23,-68.75,69.0625,-47.5625,-0.00888889,-0.0288889,0.0133333
1613570938377,1.6875,4.75,0.5625,-0.62,-0.71,11.73,-69.0625,68.6875,-48,0.0133333,0.00333333,-0.00111111
1613570938485,1.6875,4.8125,0.5625,-0.42,0.73,10.39,-68.6875,69.375,-48,0,0.0244444,-0.00888889
1613570938588,1.6875,4.8125,0.5625,-3.38,1.32,18.06,-69.0625,68.6875,-47.25,-0.01,0.0177778,-0.00666667
1613570938691,1.6875,4.8125,0.5625,2.26,-0.49,0.61,-68.75,68.6875,-48.25,-0.00111111,-0.0488889,0.0111111
1613570938796,1.6875,4.875,0.5625,-3.4,0.77,18.58,-69.0625,69.375,-46.0625,0.00111111,-0.0166667,0.00333333
1613570938900,1.6875,4.875,0.5625,1.79,-0.15,2.67,-68.75,69.0625,-48.6875,0.00444444,0.0433333,-0.0111111
1613570939003,1.6875,4.9375,0.5625,-2.54,0.26,17.08,-68.375,68.25,-46.875,-0.00777778,-0.0233333,0.00555556
1613570939107,1.6875,4.9375,0.5625,0.04,-0.76,6.41,-69.375,69.375,-46.875,-0.00555556,-0.0277778,0.00777778
1613570939212,1.6875,4.9375,0.5625,-1.87,-0.05,13.83,-68.75,68.25,-46.875,0.00444444,-0.0166667,0
1613570939318,1.75,4.9375,0.5625,0.25,0.51,9.87,-69.0625,67.875,-48.6875,0.00555556,0.0277778,-0.0155556
1613570939422,1.75,5,0.5625,-2.89,1.29,16.4,-68.375,68.25,-46.5,-0.00222222,0.0244444,-0.00777778
1613570939528,1.75,5,0.5625,1.95,-0.82,1.51,-69.75,68.6875,-47.5625,-0.0144444,-0.0233333,0.00777778
1613570939631,1.75,5,0.5625,1.8,0.09,3.42,-69.0625,68.25,-46.5,-0.00222222,-0.0377778,0.00555556
1613570939739,1.75,5.0625,0.625,2.11,-0.64,1.5,-69.0625,67.5625,-48.25,0.00333333,0.02,-0.00444444
1613570939842,1.75,5.0625,0.625,0.43,0.56,7.86,-69.75,68.25,-46.5,-0.00111111,0.01,-0.00888889
1613570939945,1.75,5.125,0.625,-0.49,-0.68,9.03,-69.75,68.25,-46.5,-0.00555556,-0.0333333,0.01
1613570940049,1.8125,5.0625,0.5625,-1,1.23,11.53,-69.0625,69.0625,-48.25,0.00888889,-0.0244444,-0.00222222
1613570940152,1.8125,5.0625,0.5625,-3.68,1.2,19.65,-69.0625,69.0625,-47.5625,0.0111111,0.0388889,-0.0122222
1613570940260,1.8125,5.125,0.5625,-2.25,1.22,17.05,-69.375,69.0625,-47.5625,-0.00777778,0.0455556,-0.0133333
1613570940363,1.8125,5.125,0.625,-3.17,0.68,19.08,-69.375,69.0625,-46.875,-0.00777778,-0.0155556,0.00333333
1613570940471,1.8125,5.125,0.625,1.99,-0.39,0.56,-69.375,69.375,-47.25,-0.00777778,-0.0344444,0.0144444
1613570940584,1.8125,5.1875,0.625,1.99,-0.68,0.58,-68,69.0625,-46.875,0.00222222,-0.0155556,0.00666667
1613570940692,1.8125,5.1875,0.625,-3.41,0.98,19.84,-68,69.6875,-47.25,0.00111111,0.0277778,-0.0122222
1613570940795,1.8125,5.25,0.625,-1.83,-0.13,15.08,-69.0625,69.6875,-46.5,0.00222222,0.0211111,-0.01
1613570940898,1.8125,5.25,0.625,0.27,0.66,6.72,-69.0625,69.6875,-47.25,-0.00333333,-0.0277778,0.0111111
1613570941011,1.875,5.25,0.625,1.56,-0.11,3.73,-69.0625,68.25,-46.875,0,-0.0133333,0.0122222
1613570941115,1.875,5.25,0.625,-3,0.79,17.95,-69.0625,67.875,-47.25,-0.00222222,-0.03,0.00666667
1613570941222,1.875,5.25,0.625,-3.07,0.87,18.71,-68.5,68.25,-47.25,0.00888889,0.0322222,-0.0122222
1613570941326,1.875,5.3125,0.625,-1.52,-0.38,13.61,-69.1875,68.25,-48.25,-0.00666667,0.0122222,-0.00444444
1613570941433,1.875,5.375,0.625,-0.27,0.64,9.01,-69.1875,68.25,-46.875,-0.00777778,-0.0355556,0.00777778
1613570941537,1.875,5.375,0.625,-2.73,1.45,16.35,-69.5,69.0625,-47.5625,0.00555556,-0.03,0.0133333
1613570941644,1.875,5.375,0.625,2.18,-1.01,2.2,-69.1875,68.25,-49.0625,0.00777778,0.0144444,-0.0133333
1613570941747,1.875,5.375,0.625,-3.29,1.24,18.55,-69.1875,69.375,-48,0.00444444,0.03,-0.01
1613570941850,1.9375,5.4375,0.625,2.54,-0.64,0.51,-68.5,69.0625,-46.875,-0.00555556,-0.0288889,0.00888889
1613570941953,1.9375,5.4375,0.625,-3.22,0.65,20.5,-68.875,69.375,-47.25,-0.01,-0.0222222,0.00222222
1613570942057,1.9375,5.5,0.6875,2.11,-0.21,1.4,-69.1875,69.0625,-46.875,-0.00111111,-0.0277778,0.00666667
1613570942160,1.9375,5.5,0.6875,-0.05,0.76,9.37,-68.75,67.875,-48,0.00444444,0.0166667,-0.0133333
1613570942267,1.9375,5.5625,0.6875,1.2,0.17,4.23,-68.75,68.25,-46.875,0.00444444,0.00888889,-0.01
1613570942370,1.9375,5.5625,0.625,-2.06,1.1,15.34,-69.1875,68.25,-46.0625,-0.00555556,-0.0288889,0.01
1613570942478,1.9375,5.5625,0.625,1.09,-0.97,3.72,-69.1875,69.0625,-47.5625,-0.00222222,-0.0333333,0.0133333
1613570942581,1.9375,5.5625,0.625,2.15,-0.34,1.29,-69.1875,69.0625,-47.25,0.00111111,0.0111111,-0.00888889
1613570942688,1.9375,5.625,0.625,1.57,-0.8,3.06,-69.875,68.25,-47.25,0.0111111,0.0266667,-0.0122222
1613570942792,1.9375,5.6875,0.625,2.36,-0.37,3.1,-69.0625,69.375,-46.5,-0.00555556,-0.0222222,0.00111111
1613570942899,1.9375,5.625,0.625,-2.51,0.15,15.91,-69.0625,67.875,-47.5625,-0.00444444,-0.0188889,0.00666667
1613570943002,2,5.625,0.625,0.82,-1.05,5.87,-69.5,68.6875,-47.25,0.00555556,-0.0288889,0.00222222
1613570943105,2,5.6875,0.625,-2.12,1.17,15.68,-68.75,68.6875,-47.25,0,0.0111111,-0.0133333
1613570943208,2,5.6875,0.625,0.25,0.69,8,-69.5,67.875,-47.25,-0.0155556,-0.00777778,0.01
1613570943312,2,5.6875,0.625,-2.7,1.18,16.87,-69.5,69.375,-48.6875,-0.00888889,-0.02,0.01
1613570943419,2,5.75,0.625,2.44,-0.89,1.3,-68.75,70.0625,-46.875,0.00666667,-0.00111111,-0.00777778
1613570943523,2,5.75,0.625,1.38,0.11,3.71,-69.1875,68.6875,-48,0.00555556,0.0188889,-0.0133333
1613570943629,2,5.8125,0.625,-2.13,0.06,14.43,-69.1875,69.0625,-48,-0.00444444,-0.00555556,-0.00444444
1613570943734,2.0625,5.8125,0.625,1.13,-0.71,4.67,-69.5,69.6875,-47.5625,-0.00444444,-0.0344444,0.00888889
1613570943840,2.0625,5.8125,0.625,-1.14,-0.71,11.36,-68.75,69.375,-47.25,0.00222222,-0.0255556,0.00111111
1613570943944,2.0625,5.8125,0.625,1.87,-1.05,3.13,-69.1875,69.375,-47.25,0,0.02,-0.00555556
1613570944049,2.0625,5.875,0.625,-3.21,1.44,19.65,-69.1875,69.375,-46.0625,-0.00777778,0.0166667,-0.00666667
1613570944155,2.0625,5.875,0.625,2.01,-0.68,0.52,-69.5,69.375,-48.6875,-0.0144444,-0.0155556,0.00333333
1613570944258,2.0625,5.875,0.625,1.19,0.23,4.75,-69.1875,68.6875,-46.875,0.00444444,-0.0366667,0.0133333
1613570944362,2.125,5.875,0.625,2.11,-0.52,1.3,-69.5,69.0625,-46.875,0.01,0.0366667,-0.0111111
1613570944466,2.125,5.9375,0.625,0.17,0.55,8.13,-69.5,68.6875,-47.25,0.00222222,0.0477778,-0.01
1613570944572,2.125,5.9375,0.625,-1,-0.39,10.31,-68.75,69.0625,-46.875,-0.00888889,-0.00666667,0.00333333
1613570944677,2.125,5.9375,0.625,2.42,-1.09,0.87,-68.75,68.6875,-47.25,-0.00666667,-0.0366667,0.0155556
1613570944783,2.125,5.9375,0.625,-3.67,1.55,19.01,-68.0625,68.6875,-48,0.0111111,-0.0188889,-0.00333333
1613570944887,2.125,5.9375,0.625,-2.34,0.14,15.02,-69.1875,69.0625,-46.875,0.00777778,0.00555556,-0.01
1613570944993,2.125,6,0.625,-3.22,0.73,18.65,-69.1875,69.375,-47.25,-0.00666667,-0.00444444,-0.00222222
1613570945098,2.125,6.0625,0.6875,-1.4,-0.41,12.28,-68.75,68.25,-47.5625,-0.0111111,-0.0155556,0.00444444
1613570945202,2.125,6,0.6875,-0.84,0.98,10.24,-68.75,69.375,-48,0.00888889,-0.00666667,0.00222222
1613570945308,2.1875,6,0.6875,0.21,-0.69,7.17,-69.1875,69.0625,-47.25,0.00777778,0.03,-0.00555556
1613570945411,2.1875,6,0.625,1.87,-0.33,2.3,-69.5,69.375,-49.5,0.00111111,0.0222222,-0.01
1613570945515,2.1875,6.0625,0.625,1.57,-0.85,4.17,-69.5,69.375,-47.5625,-0.0122222,-0.0222222,0.0111111
1613570945620,2.1875,6.0625,0.625,2.38,-0.46,1.28,-68.5,69.0625,-47.5625,-0.00666667,-0.0222222,0.00666667
1613570945723,2.1875,6.0625,0.625,-3.01,0.51,18.22,-69.1875,68.6875,-48,0.00888889,0.0311111,-0.0144444
1613570945829,2.1875,6.125,0.625,1.61,0.07,2.87,-69.1875,68.25,-46.5,0.00333333,0.0422222,-0.0122222
1613570945932,2.1875,6.125,0.625,-0.95,0.74,12.22,-69.5,68.25,-47.25,-0.00888889,0.00444444,0.00555556
1613570946040,2.25,6.125,0.625,1.05,0.33,7.29,-68.5,68.25,-46.875,-0.01,-0.0177778,0.00777778
1613570946144,2.25,6.0625,0.625,-2.19,0.97,16.25,-68.75,69.0625,-46.875,0.00333333,0.02,-0.00111111
1613570946251,2.25,6.125,0.625,2.12,-1.23,2.33,-69.1875,68.25,-47.25,0.0122222,0.03,-0.0144444
1613570946355,2.25,6.1875,0.625,1.76,-0.3,0.84,-69.5,67.875,-46.0625,-0.00555556,-0.00222222,-0.00444444
1613570946462,2.25,6.1875,0.625,-2.3,0.31,15.13,-69.875,68.25,-47.25,-0.01,-0.00444444,0.00444444
1613570946565,2.3125,6.1875,0.5625,0.85,0.38,3.62,-69.1875,68.6875,-48.25,-0.00222222,-0.0155556,0.00222222
1613570946668,2.3125,6.1875,0.625,-1.5,-0.25,13.28,-68.75,69.0625,-47.5625,0.00555556,0.00222222,-0.00666667
1613570946772,2.3125,6.1875,0.625,0.55,0.45,9.31,-68.875,68.25,-48,0.00333333,0.0155556,-0.00777778
1613570946875,2.3125,6.1875,0.625,-2.61,0.96,15.77,-69.5,69.0625,-48,-0.00222222,0,0.00111111
1613570946978,2.3125,6.1875,0.5625,-1.07,1.11,12.1,-69.1875,69.0625,-48,0.00111111,-0.0455556,0.01
1613570947084,2.3125,6.1875,0.5625,0.6,-0.8,5.39,-68.875,69.6875,-47.5625,0.00666667,-0.0255556,0
1613570947188,2.3125,6.25,0.5625,2.12,-0.77,-0.64,-69.1875,69.375,-47.25,0.00111111,0.0277778,-0.0155556
1613570947295,2.375,6.3125,0.625,-3.73,1.05,20.33,-69.5,69.6875,-46.875,-0.00222222,0.0222222,-0.01
1613570947398,2.375,6.3125,0.625,-0.58,-0.56,10.27,-68.875,69.375,-46.5,-0.00333333,-0.0411111,0.00888889
1613570947505,2.375,6.3125,0.625,-3.31,0.54,18.07,-69.1875,68.6875,-46.875,-0.01,-0.0133333,0.01
1613570947608,2.375,6.3125,0.625,-0.08,-0.54,8.34,-69.1875,69.6875,-48,0.01,0.0222222,-0.01
1613570947716,2.375,6.375,0.625,-1.28,1.14,12.83,-70.25,69.6875,-46.5,0,0.0333333,-0.0111111
1613570947819,2.375,6.375,0.5625,-3.34,1.08,19.32,-69.1875,69.0625,-48,-0.00888889,-0.0233333,0.00666667
1613570947922,2.375,6.375,0.5625,2.35,-0.85,0.4,-69.1875,69.0625,-47.5625,0,-0.0322222,0.00333333
1613570948027,2.375,6.375,0.5625,1.87,-0.92,1.46,-68.75,68.6875,-47.25,0.00888889,-0.0177778,-0.00444444
1613570948130,2.4375,6.4375,0.5625,1.85,-0.42,1.35,-69.1875,69.0625,-47.5625,0.00444444,0.0377778,-0.0122222
1613570948233,2.4375,6.5,0.5625,-2.68,0.33,17.45,-68.75,68.6875,-48,-0.00888889,-0.03,0.01
1613570948339,2.4375,6.5,0.5625,1.06,0.24,3.88,-69.1875,68.25,-48,-0.00222222,-0.0433333,0.01
1613570948443,2.4375,6.5,0.5625,-1.23,1.23,12.61,-69.1875,68.25,-48,0.00777778,-0.00111111,-0.00555556
1613570948549,2.4375,6.5625,0.5625,0.7,0.34,5.81,-69.5,68.6875,-48,0.0122222,0.0222222,-0.0133333
1613570948653,2.4375,6.5625,0.5625,-2.46,1.21,16.67,-69.875,69.0625,-47.25,-0.00444444,0.00555556,-0.00222222
1613570948760,2.5,6.5625,0.5625,2.01,-1.23,3.55,-69.5,68.6875,-48,-0.0111111,-0.0277778,0.0111111
1613570948864,2.5,6.625,0.5625,1.92,-0.46,1.54,-69.5,69.375,-47.25,0.00222222,-0.00666667,0.00666667
1613570948971,2.5,6.625,0.5625,-2.88,0.45,17.6,-69.1875,69.0625,-46.5,0.00777778,0.00111111,-0.00888889
1613570949074,2.5,6.6875,0.5625,0.54,-1.06,7.07,-68.75,69.0625,-48,-0.00666667,0.0277778,-0.00666667
1613570949178,2.5,6.6875,0.625,-1.86,-0.29,13.38,-69.1875,69.375,-47.25,-0.01,-0.0266667,0.0122222
1613570949282,2.5,6.625,0.625,0.18,0.75,9.45,-69.1875,68.25,-46.875,-0.00222222,-0.0344444,0.00777778
1613570949385,2.5,6.6875,0.5625,-2.82,1.3,17.96,-69.875,68.25,-46.875,0.00888889,0.0288889,-0.0122222
1613570949492,2.5,6.6875,0.5625,2.03,-0.76,0.23,-69.875,68.6875,-48,0.00222222,0.0455556,-0.0155556
1613570949595,2.5,6.75,0.5625,1.23,0.53,4.28,-68.75,68.25,-46.875,-0.00444444,-0.0366667,0.00888889
1613570949703,2.5,6.75,0.5625,2.01,-0.61,2.31,-69.1875,68.6875,-48.25,-0.01,-0.0477778,0.01
1613570949806,2.5625,6.75,0.625,0.37,0.82,6.36,-68.875,67.875,-48.25,0.00888889,0.0188889,-0.01
1613570949913,2.5625,6.8125,0.625,-1.16,-0.3,12.22,-69.875,67.1875,-47.5625,0.00333333,0.0322222,-0.0133333
1613570950016,2.5625,6.8125,0.625,1.75,-1.07,1,-68.75,68.6875,-46.5,-0.0144444,-0.00888889,0.00111111
1613570950124,2.5625,6.8125,0.625,-2.65,0.85,17.69,-69.1875,68.6875,-47.5625,0,-0.0266667,0.00777778
1613570950228,2.625,6.8125,0.5625,-3.06,0.69,17.47,-69.5,68.25,-48.6875,0.00555556,-0.0244444,0.00555556
1613570950331,2.625,6.875,0.5625,-3.16,1.06,18.9,-69.1875,68.6875,-46.875,0.01,0.02,-0.0133333
1613570950436,2.5625,6.875,0.5625,-1.29,-0.19,12.93,-68.5,69.0625,-47.5625,0.00222222,0.00777778,-0.00555556
1613570950540,2.5625,6.9375,0.625,0.07,1,7,-69.1875,69.0625,-48.25,-0.0111111,-0.0577778,0.0133333
1613570950643,2.625,6.9375,0.625,-1.43,-0.08,9.87,-69.5,69.0625,-46.0625,0,-0.0277778,0.00666667
1613570950747,2.625,6.9375,0.625,1.85,-1,1.76,-69.875,69.0625,-46.875,0.00555556,0.0188889,-0.0111111
1613570950852,2.625,7,0.625,0.04,-0.58,7.54,-68.5,69.0625,-48,-0.00555556,0.00666667,-0.00777778
1613570950958,2.625,7,0.625,-2,1.55,13.78,-69.5,69.0625,-46.5,-0.0166667,-0.00222222,0.00333333
1613570951063,2.625,7,0.625,-3.4,0.81,19.7,-69.1875,68.6875,-46.875,-0.00111111,-0.0211111,0.00555556
1613570951169,2.625,7,0.625,-1.05,-0.31,12.63,-68.5,69.0625,-47.5625,-0.00222222,-0.0333333,0.0111111
1613570951276,2.625,7,0.625,0,0.92,8.03,-68.75,67.875,-45.75,0.00444444,0.0111111,-0.0133333
1613570951381,2.625,7.0625,0.625,0.2,-1.02,10.86,-69.1875,68.25,-45.75,0.00333333,0.0222222,-0.0166667
1613570951484,2.625,7.0625,0.625,-1.33,1.17,13.06,-68.5,68.6875,-47.25,-0.00888889,-0.0177778,0.00666667
1613570951589,2.6875,7.0625,0.625,0.95,-1.17,5.74,-69.5,67.875,-48.25,0.00333333,-0.0333333,0.01
1613570951692,2.6875,7.0625,0.625,2.4,-0.86,-0.53,-69.5,69.0625,-46.5,0.01,0.0288889,-0.00444444
1613570951800,2.6875,7.125,0.625,1.56,-0.94,2.48,-69.5,69.375,-47.5625,0.00777778,0.0488889,-0.0122222
1613570951903,2.6875,7.125,0.625,2.21,-0.45,1.5,-68.75,69.6875,-48.25,-0.00444444,0.00777778,-0.00111111
1613570952011,2.6875,7.1875,0.625,-3.55,0.61,17.79,-69.5,69.375,-47.5625,-0.0111111,-0.01,0.00555556
1613570952121,2.6875,7.1875,0.625,-0.39,-0.54,8.48,-68.75,69.375,-47.5625,-0.00666667,-0.0755556,0.0122222
1613570952229,2.6875,7.1875,0.625,2.1,-0.88,1.96,-69.1875,69.6875,-48.6875,0.00888889,0.00444444,-0.00444444
1613570952334,2.6875,7.25,0.625,1.54,0.06,4.56,-69.1875,69.375,-46.5,0.00888889,-0.02,-0.0122222
1613570952438,2.6875,7.3125,0.625,-1.46,-0.31,14.45,-68.75,69.0625,-47.5625,-0.00777778,0.00222222,-0.00111111
1613570952543,2.75,7.3125,0.625,-3.41,0.8,18.42,-69.5,68.25,-47.25,-0.00444444,-0.00111111,0.00555556
1613570952647,2.75,7.3125,0.625,-0.94,-0.35,11.24,-69.5,68.6875,-47.5625,0.00444444,-0.01,0.00777778
1613570952751,2.75,7.3125,0.625,-0.03,0.65,9.34,-68.875,69.0625,-48,0.00888889,0.0255556,-0.0111111
1613570952855,2.75,7.3125,0.625,-2.76,1.02,17.05,-69.1875,69.0625,-45.75,0.00333333,0.0411111,-0.00888889
1613570952962,2.75,7.375,0.625,2.13,-1.3,1.15,-70.25,67.875,-47.5625,-0.01,-0.00444444,0.00666667
1613570953066,2.75,7.4375,0.625,1.91,-0.07,2.24,-69.1875,68.25,-48.25,-0.00777778,-0.0377778,0.0133333
1613570953172,2.75,7.4375,0.625,1.96,-0.91,0.81,-69.1875,68.25,-48,0.00666667,0.00888889,-0.00444444
1613570953276,2.75,7.4375,0.625,1.3,-0.03,3.31,-68.5,68.6875,-48,0.0133333,0.0311111,-0.0111111
1613570953382,2.75,7.5,0.625,-1.9,-0.22,14.36,-69.1875,68.25,-47.5625,-0.00888889,0,-0.00222222
1613570953487,2.8125,7.5,0.625,0.68,-1.05,5,-68.75,68.6875,-47.5625,-0.01,-0.00333333,0.00555556
1613570953590,2.8125,7.5,0.625,-2.19,1.17,15.55,-69.5,69.0625,-48.6875,-0.00333333,-0.0377778,0.01
1613570953696,2.8125,7.5,0.625,0.25,0.86,8,-68.75,67.875,-46.5,0.0122222,0.0444444,-0.0155556
1613570953799,2.8125,7.5625,0.625,-2.57,1.18,16.49,-69.1875,68.6875,-47.25,-0.00222222,0.00777778,-0.0133333
1613570953902,2.8125,7.5625,0.6875,2.1,-0.94,2.46,-69.1875,68.6875,-47.25,-0.0144444,-0.0266667,0.01
1613570954005,2.8125,7.5625,0.6875,-3.42,1.25,18.95,-69.1875,67.875,-47.5625,0.00333333,-0.0277778,0.00777778
1613570954109,2.8125,7.5625,0.6875,-2.68,0.36,17.26,-69.875,69.0625,-46.875,0.0133333,0.00666667,-0.00888889
1613570954216,2.8125,7.625,0.6875,-3.37,1.2,18.47,-69.1875,68.6875,-48,0.00333333,0.0211111,-0.01
1613570954320,2.8125,7.625,0.625,-1.71,-0.11,13.74,-69.1875,68.6875,-46.875,-0.00333333,0.01,0.00111111
1613570954426,2.875,7.6875,0.625,0.04,0.59,7.24,-68.5,68.25,-47.5625,-0.00666667,-0.0266667,0.0111111
1613570954531,2.875,7.625,0.625,-2.39,1.43,16.51,-69.5,68.6875,-46.875,0,-0.0377778,0.00777778
1613570954636,2.875,7.625,0.6875,1.92,-1.33,2.38,-68.75,68.6875,-47.25,0.00555556,0.03,-0.0166667
1613570954741,2.875,7.75,0.6875,1.74,0,1.45,-69.1875,68.6875,-46.875,0.00555556,0.0366667,-0.01
