t,ex,ey,ez
1613570908020,88.19,0.52,-0.5
1613570908020,88.19,0.52,-0.5
1613570908020,88.19,0.52,-0.5
1613570908020,88.19,0.52,-0.5
1613570908020,88.19,0.52,-0.5
1613570908020,88.19,0.52,-0.5
1613570908020,88.19,0.52,-0.5
1613570908020,88.19,0.52,-0.5
1613570908021,88.19,0.52,-0.5
1613570908021,88.21,0.93,-0.42
1613570908059,88.21,0.93,-0.42
1613570908059,88.21,0.93,-0.42
1613570908059,88.21,0.93,-0.42
1613570908059,88.21,0.93,-0.42
1613570908059,88.21,0.93,-0.42
1613570908059,88.21,0.93,-0.42
1613570908060,88.21,0.93,-0.42
1613570908060,88.21,0.93,-0.42
1613570908060,88.21,0.93,-0.42
1613570908060,88.21,0.93,-0.42
1613570908060,88.21,0.93,-0.42
1613570908061,88.21,0.93,-0.42
1613570908061,88.21,0.93,-0.42
1613570908061,88.21,0.93,-0.42
1613570908061,88.21,0.93,-0.42
1613570908061,88.21,0.93,-0.42
1613570908061,88.21,0.93,-0.42
1613570908061,88.23,0.44,-0.18
1613570908099,88.23,0.44,-0.18
1613570908099,88.23,0.44,-0.18
1613570908099,88.23,0.44,-0.18
1613570908099,88.23,0.44,-0.18
1613570908099,88.23,0.44,-0.18
1613570908099,88.23,0.44,-0.18
1613570908100,88.23,0.44,-0.18
1613570908101,88.23,0.44,-0.18
1613570908101,88.23,0.44,-0.18
1613570908101,88.23,0.44,-0.18
1613570908101,88.23,0.44,-0.18
1613570908101,88.23,0.44,-0.18
1613570908101,88.23,0.44,-0.18
1613570908101,88.23,0.44,-0.18
1613570908101,88.23,0.44,-0.18
1613570908101,88.23,0.44,-0.18
1613570908101,88.23,0.44,-0.18
1613570908101,88.24,0.57,-0.48
1613570908139,88.24,0.57,-0.48
1613570908139,88.24,0.57,-0.48
1613570908140,88.24,0.57,-0.48
1613570908140,88.24,0.57,-0.48
1613570908140,88.24,0.57,-0.48
1613570908140,88.24,0.57,-0.48
1613570908141,88.24,0.57,-0.48
1613570908141,88.24,0.57,-0.48
1613570908141,88.24,0.57,-0.48
1613570908141,88.24,0.57,-0.48
1613570908141,88.24,0.57,-0.48
1613570908141,88.24,0.57,-0.48
1613570908141,88.24,0.57,-0.48
1613570908141,88.24,0.57,-0.48
1613570908141,88.24,0.57,-0.48
1613570908141,88.24,0.57,-0.48
1613570908141,88.24,0.57,-0.48
1613570908141,88.26,0.93,-0.55
1613570908180,88.26,0.93,-0.55
1613570908180,88.26,0.93,-0.55
1613570908180,88.26,0.93,-0.55
1613570908180,88.26,0.93,-0.55
1613570908180,88.26,0.93,-0.55
1613570908180,88.26,0.93,-0.55
1613570908181,88.26,0.93,-0.55
1613570908181,88.26,0.93,-0.55
1613570908181,88.26,0.93,-0.55
1613570908181,88.26,0.93,-0.55
1613570908181,88.26,0.93,-0.55
1613570908181,88.26,0.93,-0.55
1613570908181,88.26,0.93,-0.55
1613570908181,88.26,0.93,-0.55
1613570908181,88.26,0.93,-0.55
1613570908181,88.26,0.93,-0.55
1613570908182,88.26,0.93,-0.55
1613570908182,88.27,0.47,-0.22
1613570908219,88.27,0.47,-0.22
1613570908219,88.27,0.47,-0.22
1613570908219,88.27,0.47,-0.22
1613570908219,88.27,0.47,-0.22
1613570908219,88.27,0.47,-0.22
1613570908219,88.27,0.47,-0.22
1613570908220,88.27,0.47,-0.22
1613570908220,88.27,0.47,-0.22
1613570908220,88.27,0.47,-0.22
1613570908220,88.27,0.47,-0.22
1613570908220,88.27,0.47,-0.22
1613570908220,88.27,0.47,-0.22
1613570908220,88.27,0.47,-0.22
1613570908220,88.27,0.47,-0.22
1613570908220,88.27,0.47,-0.22
1613570908220,88.27,0.47,-0.22
1613570908221,88.27,0.47,-0.22
1613570908221,88.29,0.34,-0.54
1613570908259,88.29,0.34,-0.54
1613570908259,88.29,0.34,-0.54
1613570908259,88.29,0.34,-0.54
1613570908259,88.29,0.34,-0.54
1613570908259,88.29,0.34,-0.54
1613570908259,88.29,0.34,-0.54
1613570908260,88.29,0.34,-0.54
1613570908260,88.29,0.34,-0.54
1613570908260,88.29,0.34,-0.54
1613570908260,88.29,0.34,-0.54
1613570908260,88.29,0.34,-0.54
1613570908261,88.29,0.34,-0.54
1613570908261,88.29,0.34,-0.54
1613570908261,88.29,0.34,-0.54
1613570908261,88.29,0.34,-0.54
1613570908261,88.29,0.34,-0.54
1613570908261,88.29,0.34,-0.54
1613570908261,88.31,0.73,-0.55
1613570908299,88.31,0.73,-0.55
1613570908299,88.31,0.73,-0.55
1613570908299,88.31,0.73,-0.55
1613570908299,88.31,0.73,-0.55
1613570908299,88.31,0.73,-0.55
1613570908299,88.31,0.73,-0.55
1613570908300,88.31,0.73,-0.55
1613570908301,88.31,0.73,-0.55
1613570908301,88.31,0.73,-0.55
1613570908301,88.31,0.73,-0.55
1613570908301,88.31,0.73,-0.55
1613570908301,88.31,0.73,-0.55
1613570908301,88.31,0.73,-0.55
1613570908301,88.31,0.73,-0.55
1613570908301,88.31,0.73,-0.55
1613570908301,88.31,0.73,-0.55
1613570908301,88.31,0.73,-0.55
1613570908301,88.33,0.33,-0.13
1613570908339,88.33,0.33,-0.13
1613570908339,88.33,0.33,-0.13
1613570908340,88.33,0.33,-0.13
1613570908340,88.33,0.33,-0.13
1613570908340,88.33,0.33,-0.13
1613570908340,88.33,0.33,-0.13
1613570908341,88.33,0.33,-0.13
1613570908341,88.33,0.33,-0.13
1613570908341,88.33,0.33,-0.13
1613570908341,88.33,0.33,-0.13
1613570908341,88.33,0.33,-0.13
1613570908341,88.33,0.33,-0.13
1613570908341,88.33,0.33,-0.13
1613570908341,88.33,0.33,-0.13
1613570908341,88.33,0.33,-0.13
1613570908341,88.33,0.33,-0.13
1613570908341,88.33,0.33,-0.13
1613570908341,88.35,-0.11,0.23
1613570908380,88.35,-0.11,0.23
1613570908380,88.35,-0.11,0.23
1613570908380,88.35,-0.11,0.23
1613570908380,88.35,-0.11,0.23
1613570908380,88.35,-0.11,0.23
1613570908380,88.35,-0.11,0.23
1613570908381,88.35,-0.11,0.23
1613570908381,88.35,-0.11,0.23
1613570908381,88.35,-0.11,0.23
1613570908381,88.35,-0.11,0.23
1613570908381,88.35,-0.11,0.23
1613570908381,88.35,-0.11,0.23
1613570908381,88.35,-0.11,0.23
1613570908381,88.35,-0.11,0.23
1613570908381,88.35,-0.11,0.23
1613570908381,88.35,-0.11,0.23
1613570908382,88.36,0.19,0.06
1613570908419,88.36,0.19,0.06
1613570908419,88.36,0.19,0.06
1613570908419,88.36,0.19,0.06
1613570908419,88.36,0.19,0.06
1613570908419,88.36,0.19,0.06
1613570908419,88.36,0.19,0.06
1613570908420,88.36,0.19,0.06
1613570908420,88.36,0.19,0.06
1613570908420,88.36,0.19,0.06
1613570908420,88.36,0.19,0.06
1613570908420,88.36,0.19,0.06
1613570908420,88.36,0.19,0.06
1613570908420,88.36,0.19,0.06
1613570908420,88.36,0.19,0.06
1613570908420,88.36,0.19,0.06
1613570908420,88.36,0.19,0.06
1613570908421,88.36,0.19,0.06
1613570908421,88.38,0.28,-0.26
1613570908459,88.38,0.28,-0.26
1613570908459,88.38,0.28,-0.26
1613570908459,88.38,0.28,-0.26
1613570908459,88.38,0.28,-0.26
1613570908459,88.38,0.28,-0.26
1613570908459,88.38,0.28,-0.26
1613570908460,88.38,0.28,-0.26
1613570908460,88.38,0.28,-0.26
1613570908460,88.38,0.28,-0.26
1613570908460,88.38,0.28,-0.26
1613570908460,88.38,0.28,-0.26
1613570908460,88.38,0.28,-0.26
1613570908461,88.38,0.28,-0.26
1613570908461,88.38,0.28,-0.26
1613570908461,88.38,0.28,-0.26
1613570908461,88.38,0.28,-0.26
1613570908461,88.38,0.28,-0.26
1613570908461,88.39,0.12,-0.58
1613570908499,88.39,0.12,-0.58
1613570908499,88.39,0.12,-0.58
1613570908499,88.39,0.12,-0.58
1613570908499,88.39,0.12,-0.58
1613570908499,88.39,0.12,-0.58
1613570908499,88.39,0.12,-0.58
1613570908500,88.39,0.12,-0.58
1613570908501,88.39,0.12,-0.58
1613570908501,88.39,0.12,-0.58
1613570908501,88.39,0.12,-0.58
1613570908501,88.39,0.12,-0.58
1613570908501,88.39,0.12,-0.58
1613570908501,88.39,0.12,-0.58
1613570908501,88.39,0.12,-0.58
1613570908501,88.39,0.12,-0.58
1613570908501,88.39,0.12,-0.58
1613570908501,88.39,0.12,-0.58
1613570908501,88.41,0.51,-0.58
1613570908539,88.41,0.51,-0.58
1613570908539,88.41,0.51,-0.58
1613570908540,88.41,0.51,-0.58
1613570908540,88.41,0.51,-0.58
1613570908540,88.41,0.51,-0.58
1613570908540,88.41,0.51,-0.58
1613570908541,88.41,0.51,-0.58
1613570908541,88.41,0.51,-0.58
1613570908541,88.41,0.51,-0.58
1613570908541,88.41,0.51,-0.58
1613570908541,88.41,0.51,-0.58
1613570908541,88.41,0.51,-0.58
1613570908541,88.41,0.51,-0.58
1613570908541,88.41,0.51,-0.58
1613570908541,88.41,0.51,-0.58
1613570908541,88.41,0.51,-0.58
1613570908541,88.41,0.51,-0.58
1613570908541,88.43,0.21,-0.08
1613570908580,88.43,0.21,-0.08
1613570908580,88.43,0.21,-0.08
1613570908580,88.43,0.21,-0.08
1613570908580,88.43,0.21,-0.08
1613570908580,88.43,0.21,-0.08
1613570908580,88.43,0.21,-0.08
1613570908581,88.43,0.21,-0.08
1613570908581,88.43,0.21,-0.08
1613570908581,88.43,0.21,-0.08
1613570908581,88.43,0.21,-0.08
1613570908581,88.43,0.21,-0.08
1613570908581,88.43,0.21,-0.08
1613570908581,88.43,0.21,-0.08
1613570908581,88.43,0.21,-0.08
1613570908581,88.43,0.21,-0.08
1613570908581,88.43,0.21,-0.08
1613570908582,88.43,0.21,-0.08
1613570908582,88.45,0.48,-0.29
1613570908619,88.45,0.48,-0.29
1613570908619,88.45,0.48,-0.29
1613570908619,88.45,0.48,-0.29
1613570908619,88.45,0.48,-0.29
1613570908619,88.45,0.48,-0.29
1613570908619,88.45,0.48,-0.29
1613570908620,88.45,0.48,-0.29
1613570908620,88.45,0.48,-0.29
1613570908620,88.45,0.48,-0.29
1613570908620,88.45,0.48,-0.29
1613570908620,88.45,0.48,-0.29
1613570908620,88.45,0.48,-0.29
1613570908620,88.45,0.48,-0.29
1613570908620,88.45,0.48,-0.29
1613570908620,88.45,0.48,-0.29
1613570908620,88.45,0.48,-0.29
1613570908621,88.45,0.48,-0.29
1613570908621,88.46,0.79,-0.46
1613570908659,88.46,0.79,-0.46
1613570908659,88.46,0.79,-0.46
1613570908659,88.46,0.79,-0.46
1613570908659,88.46,0.79,-0.46
1613570908659,88.46,0.79,-0.46
1613570908659,88.46,0.79,-0.46
1613570908660,88.46,0.79,-0.46
1613570908660,88.46,0.79,-0.46
1613570908660,88.46,0.79,-0.46
1613570908660,88.46,0.79,-0.46
1613570908660,88.46,0.79,-0.46
1613570908661,88.46,0.79,-0.46
1613570908661,88.46,0.79,-0.46
1613570908661,88.46,0.79,-0.46
1613570908661,88.46,0.79,-0.46
1613570908661,88.46,0.79,-0.46
1613570908661,88.46,0.79,-0.46
1613570908661,88.48,0.29,-0.25
1613570908699,88.48,0.29,-0.25
1613570908699,88.48,0.29,-0.25
1613570908699,88.48,0.29,-0.25
1613570908699,88.48,0.29,-0.25
1613570908699,88.48,0.29,-0.25
1613570908699,88.48,0.29,-0.25
1613570908700,88.48,0.29,-0.25
1613570908700,88.48,0.29,-0.25
1613570908701,88.48,0.29,-0.25
1613570908701,88.48,0.29,-0.25
1613570908701,88.48,0.29,-0.25
1613570908701,88.48,0.29,-0.25
1613570908701,88.48,0.29,-0.25
1613570908701,88.48,0.29,-0.25
1613570908701,88.48,0.29,-0.25
1613570908701,88.48,0.29,-0.25
1613570908701,88.48,0.29,-0.25
1613570908701,88.49,0.48,-0.52
1613570908739,88.49,0.48,-0.52
1613570908739,88.49,0.48,-0.52
1613570908740,88.49,0.48,-0.52
1613570908740,88.49,0.48,-0.52
1613570908740,88.49,0.48,-0.52
1613570908740,88.49,0.48,-0.52
1613570908741,88.49,0.48,-0.52
1613570908741,88.49,0.48,-0.52
1613570908741,88.49,0.48,-0.52
1613570908741,88.49,0.48,-0.52
1613570908741,88.49,0.48,-0.52
1613570908741,88.49,0.48,-0.52
1613570908741,88.49,0.48,-0.52
1613570908741,88.49,0.48,-0.52
1613570908741,88.49,0.48,-0.52
1613570908741,88.49,0.48,-0.52
1613570908741,88.49,0.48,-0.52
1613570908741,88.51,0.88,-0.47
1613570908780,88.51,0.88,-0.47
1613570908780,88.51,0.88,-0.47
1613570908780,88.51,0.88,-0.47
1613570908780,88.51,0.88,-0.47
1613570908780,88.51,0.88,-0.47
1613570908780,88.51,0.88,-0.47
1613570908781,88.51,0.88,-0.47
1613570908781,88.51,0.88,-0.47
1613570908781,88.51,0.88,-0.47
1613570908781,88.51,0.88,-0.47
1613570908781,88.51,0.88,-0.47
1613570908781,88.51,0.88,-0.47
1613570908781,88.51,0.88,-0.47
1613570908781,88.51,0.88,-0.47
1613570908781,88.51,0.88,-0.47
1613570908781,88.51,0.88,-0.47
1613570908782,88.51,0.88,-0.47
1613570908782,88.53,0.38,-0.31
1613570908819,88.53,0.38,-0.31
1613570908819,88.53,0.38,-0.31
1613570908819,88.53,0.38,-0.31
1613570908819,88.53,0.38,-0.31
1613570908819,88.53,0.38,-0.31
1613570908819,88.53,0.38,-0.31
1613570908820,88.53,0.38,-0.31
1613570908820,88.53,0.38,-0.31
1613570908820,88.53,0.38,-0.31
1613570908820,88.53,0.38,-0.31
1613570908820,88.53,0.38,-0.31
1613570908820,88.53,0.38,-0.31
1613570908820,88.53,0.38,-0.31
1613570908820,88.53,0.38,-0.31
1613570908820,88.53,0.38,-0.31
1613570908820,88.53,0.38,-0.31
1613570908821,88.54,0.06,0.19
1613570908859,88.54,0.06,0.19
1613570908859,88.54,0.06,0.19
1613570908859,88.54,0.06,0.19
1613570908859,88.54,0.06,0.19
1613570908859,88.54,0.06,0.19
1613570908859,88.54,0.06,0.19
1613570908860,88.54,0.06,0.19
1613570908860,88.54,0.06,0.19
1613570908860,88.54,0.06,0.19
1613570908860,88.54,0.06,0.19
1613570908860,88.54,0.06,0.19
1613570908861,88.54,0.06,0.19
1613570908861,88.54,0.06,0.19
1613570908861,88.54,0.06,0.19
1613570908861,88.54,0.06,0.19
1613570908861,88.54,0.06,0.19
1613570908861,88.56,0.37,0.01
1613570908899,88.56,0.37,0.01
1613570908899,88.56,0.37,0.01
1613570908899,88.56,0.37,0.01
1613570908899,88.56,0.37,0.01
1613570908899,88.56,0.37,0.01
1613570908899,88.56,0.37,0.01
1613570908900,88.56,0.37,0.01
1613570908901,88.56,0.37,0.01
1613570908901,88.56,0.37,0.01
1613570908901,88.56,0.37,0.01
1613570908901,88.56,0.37,0.01
1613570908901,88.56,0.37,0.01
1613570908901,88.56,0.37,0.01
1613570908901,88.56,0.37,0.01
1613570908901,88.56,0.37,0.01
1613570908901,88.56,0.37,0.01
1613570908901,88.56,0.37,0.01
1613570908901,88.57,0.4,-0.31
1613570908939,88.57,0.4,-0.31
1613570908939,88.57,0.4,-0.31
1613570908940,88.57,0.4,-0.31
1613570908940,88.57,0.4,-0.31
1613570908940,88.57,0.4,-0.31
1613570908940,88.57,0.4,-0.31
1613570908941,88.57,0.4,-0.31
1613570908941,88.57,0.4,-0.31
1613570908941,88.57,0.4,-0.31
1613570908941,88.57,0.4,-0.31
1613570908941,88.57,0.4,-0.31
1613570908941,88.57,0.4,-0.31
1613570908941,88.57,0.4,-0.31
1613570908941,88.57,0.4,-0.31
1613570908941,88.57,0.4,-0.31
1613570908941,88.57,0.4,-0.31
1613570908941,88.57,0.4,-0.31
1613570908941,88.59,0.02,-0.5
1613570908980,88.59,0.02,-0.5
1613570908980,88.59,0.02,-0.5
1613570908980,88.59,0.02,-0.5
1613570908980,88.59,0.02,-0.5
1613570908980,88.59,0.02,-0.5
1613570908980,88.59,0.02,-0.5
1613570908981,88.59,0.02,-0.5
1613570908981,88.59,0.02,-0.5
1613570908981,88.59,0.02,-0.5
1613570908981,88.59,0.02,-0.5
1613570908981,88.59,0.02,-0.5
1613570908981,88.59,0.02,-0.5
1613570908981,88.59,0.02,-0.5
1613570908981,88.59,0.02,-0.5
1613570908981,88.59,0.02,-0.5
1613570908981,88.59,0.02,-0.5
1613570908982,88.59,0.02,-0.5
1613570908982,88.61,0.42,-0.47
1613570909019,88.61,0.42,-0.47
1613570909019,88.61,0.42,-0.47
1613570909019,88.61,0.42,-0.47
1613570909019,88.61,0.42,-0.47
1613570909019,88.61,0.42,-0.47
1613570909019,88.61,0.42,-0.47
1613570909020,88.61,0.42,-0.47
1613570909020,88.61,0.42,-0.47
1613570909020,88.61,0.42,-0.47
1613570909020,88.61,0.42,-0.47
1613570909020,88.61,0.42,-0.47
1613570909020,88.61,0.42,-0.47
1613570909020,88.61,0.42,-0.47
1613570909020,88.61,0.42,-0.47
1613570909020,88.61,0.42,-0.47
1613570909020,88.61,0.42,-0.47
1613570909021,88.61,0.42,-0.47
1613570909021,88.63,0.82,-0.3
1613570909059,88.63,0.82,-0.3
1613570909059,88.63,0.82,-0.3
1613570909059,88.63,0.82,-0.3
1613570909059,88.63,0.82,-0.3
1613570909059,88.63,0.82,-0.3
1613570909059,88.63,0.82,-0.3
1613570909060,88.63,0.82,-0.3
1613570909060,88.63,0.82,-0.3
1613570909060,88.63,0.82,-0.3
1613570909060,88.63,0.82,-0.3
1613570909060,88.63,0.82,-0.3
1613570909060,88.63,0.82,-0.3
1613570909061,88.63,0.82,-0.3
1613570909061,88.63,0.82,-0.3
1613570909061,88.63,0.82,-0.3
1613570909061,88.63,0.82,-0.3
1613570909061,88.65,0.35,0.02
1613570909099,88.65,0.35,0.02
1613570909099,88.65,0.35,0.02
1613570909099,88.65,0.35,0.02
1613570909099,88.65,0.35,0.02
1613570909099,88.65,0.35,0.02
1613570909099,88.65,0.35,0.02
1613570909100,88.65,0.35,0.02
1613570909101,88.65,0.35,0.02
1613570909101,88.65,0.35,0.02
1613570909101,88.65,0.35,0.02
1613570909101,88.65,0.35,0.02
1613570909101,88.65,0.35,0.02
1613570909101,88.65,0.35,0.02
1613570909101,88.65,0.35,0.02
1613570909101,88.65,0.35,0.02
1613570909101,88.65,0.35,0.02
1613570909101,88.65,0.35,0.02
1613570909101,88.66,0.58,-0.22
1613570909139,88.66,0.58,-0.22
1613570909139,88.66,0.58,-0.22
1613570909139,88.66,0.58,-0.22
1613570909140,88.66,0.58,-0.22
1613570909140,88.66,0.58,-0.22
1613570909140,88.66,0.58,-0.22
1613570909141,88.66,0.58,-0.22
1613570909141,88.66,0.58,-0.22
1613570909141,88.66,0.58,-0.22
1613570909141,88.66,0.58,-0.22
1613570909141,88.66,0.58,-0.22
1613570909141,88.66,0.58,-0.22
1613570909141,88.66,0.58,-0.22
1613570909141,88.66,0.58,-0.22
1613570909141,88.66,0.58,-0.22
1613570909141,88.66,0.58,-0.22
1613570909141,88.66,0.58,-0.22
1613570909141,88.68,0.34,-0.51
1613570909180,88.68,0.34,-0.51
1613570909180,88.68,0.34,-0.51
1613570909180,88.68,0.34,-0.51
1613570909180,88.68,0.34,-0.51
1613570909180,88.68,0.34,-0.51
1613570909180,88.68,0.34,-0.51
1613570909181,88.68,0.34,-0.51
1613570909181,88.68,0.34,-0.51
1613570909181,88.68,0.34,-0.51
1613570909181,88.68,0.34,-0.51
1613570909181,88.68,0.34,-0.51
1613570909181,88.68,0.34,-0.51
1613570909181,88.68,0.34,-0.51
1613570909181,88.68,0.34,-0.51
1613570909181,88.68,0.34,-0.51
1613570909182,88.68,0.34,-0.51
1613570909182,88.69,0.12,0.03
1613570909219,88.69,0.12,0.03
1613570909219,88.69,0.12,0.03
1613570909219,88.69,0.12,0.03
1613570909219,88.69,0.12,0.03
1613570909219,88.69,0.12,0.03
1613570909219,88.69,0.12,0.03
1613570909220,88.69,0.12,0.03
1613570909220,88.69,0.12,0.03
1613570909220,88.69,0.12,0.03
1613570909220,88.69,0.12,0.03
1613570909220,88.69,0.12,0.03
1613570909220,88.69,0.12,0.03
1613570909220,88.69,0.12,0.03
1613570909220,88.69,0.12,0.03
1613570909220,88.69,0.12,0.03
1613570909220,88.69,0.12,0.03
1613570909221,88.69,0.12,0.03
1613570909221,88.71,0.39,-0.17
1613570909259,88.71,0.39,-0.17
1613570909259,88.71,0.39,-0.17
1613570909259,88.71,0.39,-0.17
1613570909259,88.71,0.39,-0.17
1613570909259,88.71,0.39,-0.17
1613570909259,88.71,0.39,-0.17
1613570909260,88.71,0.39,-0.17
1613570909260,88.71,0.39,-0.17
1613570909260,88.71,0.39,-0.17
1613570909260,88.71,0.39,-0.17
1613570909260,88.71,0.39,-0.17
1613570909261,88.71,0.39,-0.17
1613570909261,88.71,0.39,-0.17
1613570909261,88.71,0.39,-0.17
1613570909261,88.71,0.39,-0.17
1613570909261,88.71,0.39,-0.17
1613570909261,88.71,0.39,-0.17
1613570909261,88.73,0.8,-0.06
1613570909299,88.73,0.8,-0.06
1613570909299,88.73,0.8,-0.06
1613570909299,88.73,0.8,-0.06
1613570909299,88.73,0.8,-0.06
1613570909299,88.73,0.8,-0.06
1613570909299,88.73,0.8,-0.06
1613570909300,88.73,0.8,-0.06
1613570909301,88.73,0.8,-0.06
1613570909301,88.73,0.8,-0.06
1613570909301,88.73,0.8,-0.06
1613570909301,88.73,0.8,-0.06
1613570909301,88.73,0.8,-0.06
1613570909301,88.73,0.8,-0.06
1613570909301,88.73,0.8,-0.06
1613570909301,88.73,0.8,-0.06
1613570909301,88.73,0.8,-0.06
1613570909301,88.73,0.8,-0.06
1613570909301,88.74,0.39,-0.21
1613570909339,88.74,0.39,-0.21
1613570909339,88.74,0.39,-0.21
1613570909340,88.74,0.39,-0.21
1613570909340,88.74,0.39,-0.21
1613570909340,88.74,0.39,-0.21
1613570909340,88.74,0.39,-0.21
1613570909341,88.74,0.39,-0.21
1613570909341,88.74,0.39,-0.21
1613570909341,88.74,0.39,-0.21
1613570909341,88.74,0.39,-0.21
1613570909341,88.74,0.39,-0.21
1613570909341,88.74,0.39,-0.21
1613570909341,88.74,0.39,-0.21
1613570909341,88.74,0.39,-0.21
1613570909341,88.74,0.39,-0.21
1613570909341,88.74,0.39,-0.21
1613570909341,88.74,0.39,-0.21
1613570909342,88.75,0.63,-0.43
1613570909380,88.75,0.63,-0.43
1613570909380,88.75,0.63,-0.43
1613570909380,88.75,0.63,-0.43
1613570909380,88.75,0.63,-0.43
1613570909380,88.75,0.63,-0.43
1613570909380,88.75,0.63,-0.43
1613570909381,88.75,0.63,-0.43
1613570909381,88.75,0.63,-0.43
1613570909381,88.75,0.63,-0.43
1613570909381,88.75,0.63,-0.43
1613570909381,88.75,0.63,-0.43
1613570909381,88.75,0.63,-0.43
1613570909381,88.75,0.63,-0.43
1613570909381,88.75,0.63,-0.43
1613570909382,88.75,0.63,-0.43
1613570909382,88.75,0.63,-0.43
1613570909382,88.75,0.63,-0.43
1613570909382,88.77,0.53,-0.77
1613570909419,88.77,0.53,-0.77
1613570909419,88.77,0.53,-0.77
1613570909419,88.77,0.53,-0.77
1613570909419,88.77,0.53,-0.77
1613570909419,88.77,0.53,-0.77
1613570909419,88.77,0.53,-0.77
1613570909420,88.77,0.53,-0.77
1613570909420,88.77,0.53,-0.77
1613570909420,88.77,0.53,-0.77
1613570909420,88.77,0.53,-0.77
1613570909420,88.77,0.53,-0.77
1613570909420,88.77,0.53,-0.77
1613570909420,88.77,0.53,-0.77
1613570909420,88.77,0.53,-0.77
1613570909421,88.77,0.53,-0.77
1613570909421,88.77,0.53,-0.77
1613570909421,88.77,0.53,-0.77
1613570909421,88.79,0.26,-0.25
1613570909459,88.79,0.26,-0.25
1613570909459,88.79,0.26,-0.25
1613570909459,88.79,0.26,-0.25
1613570909459,88.79,0.26,-0.25
1613570909459,88.79,0.26,-0.25
1613570909459,88.79,0.26,-0.25
1613570909460,88.79,0.26,-0.25
1613570909460,88.79,0.26,-0.25
1613570909460,88.79,0.26,-0.25
1613570909460,88.79,0.26,-0.25
1613570909460,88.79,0.26,-0.25
1613570909460,88.79,0.26,-0.25
1613570909461,88.79,0.26,-0.25
1613570909461,88.79,0.26,-0.25
1613570909461,88.79,0.26,-0.25
1613570909461,88.79,0.26,-0.25
1613570909461,88.79,0.26,-0.25
1613570909461,88.8,0.59,-0.38
1613570909499,88.8,0.59,-0.38
1613570909499,88.8,0.59,-0.38
1613570909499,88.8,0.59,-0.38
1613570909499,88.8,0.59,-0.38
1613570909499,88.8,0.59,-0.38
1613570909499,88.8,0.59,-0.38
1613570909500,88.8,0.59,-0.38
1613570909500,88.8,0.59,-0.38
1613570909501,88.8,0.59,-0.38
1613570909501,88.8,0.59,-0.38
1613570909501,88.8,0.59,-0.38
1613570909501,88.8,0.59,-0.38
1613570909501,88.8,0.59,-0.38
1613570909501,88.8,0.59,-0.38
1613570909501,88.8,0.59,-0.38
1613570909501,88.8,0.59,-0.38
1613570909501,88.8,0.59,-0.38
1613570909501,88.82,0.08,-0.28
1613570909539,88.82,0.08,-0.28
1613570909539,88.82,0.08,-0.28
1613570909540,88.82,0.08,-0.28
1613570909540,88.82,0.08,-0.28
1613570909540,88.82,0.08,-0.28
1613570909540,88.82,0.08,-0.28
1613570909541,88.82,0.08,-0.28
1613570909541,88.82,0.08,-0.28
1613570909541,88.82,0.08,-0.28
1613570909541,88.82,0.08,-0.28
1613570909541,88.82,0.08,-0.28
1613570909541,88.82,0.08,-0.28
1613570909541,88.82,0.08,-0.28
1613570909541,88.82,0.08,-0.28
1613570909541,88.82,0.08,-0.28
1613570909541,88.82,0.08,-0.28
1613570909541,88.84,0.42,0.09
1613570909580,88.84,0.42,0.09
1613570909580,88.84,0.42,0.09
1613570909580,88.84,0.42,0.09
1613570909580,88.84,0.42,0.09
1613570909580,88.84,0.42,0.09
1613570909580,88.84,0.42,0.09
1613570909581,88.84,0.42,0.09
1613570909581,88.84,0.42,0.09
1613570909581,88.84,0.42,0.09
1613570909581,88.84,0.42,0.09
1613570909581,88.84,0.42,0.09
1613570909581,88.84,0.42,0.09
1613570909581,88.84,0.42,0.09
1613570909581,88.84,0.42,0.09
1613570909581,88.84,0.42,0.09
1613570909581,88.84,0.42,0.09
1613570909582,88.84,0.42,0.09
1613570909582,88.85,0.67,-0.14
1613570909619,88.85,0.67,-0.14
1613570909619,88.85,0.67,-0.14
1613570909619,88.85,0.67,-0.14
1613570909619,88.85,0.67,-0.14
1613570909619,88.85,0.67,-0.14
1613570909619,88.85,0.67,-0.14
1613570909620,88.85,0.67,-0.14
1613570909620,88.85,0.67,-0.14
1613570909620,88.85,0.67,-0.14
1613570909620,88.85,0.67,-0.14
1613570909620,88.85,0.67,-0.14
1613570909620,88.85,0.67,-0.14
1613570909620,88.85,0.67,-0.14
1613570909620,88.85,0.67,-0.14
1613570909620,88.85,0.67,-0.14
1613570909621,88.85,0.67,-0.14
1613570909621,88.85,0.67,-0.14
1613570909621,88.86,0.66,-0.47
1613570909659,88.86,0.66,-0.47
1613570909659,88.86,0.66,-0.47
1613570909659,88.86,0.66,-0.47
1613570909659,88.86,0.66,-0.47
1613570909659,88.86,0.66,-0.47
1613570909659,88.86,0.66,-0.47
1613570909660,88.86,0.66,-0.47
1613570909660,88.86,0.66,-0.47
1613570909660,88.86,0.66,-0.47
1613570909660,88.86,0.66,-0.47
1613570909660,88.86,0.66,-0.47
1613570909660,88.86,0.66,-0.47
1613570909661,88.86,0.66,-0.47
1613570909661,88.86,0.66,-0.47
1613570909661,88.86,0.66,-0.47
1613570909661,88.86,0.66,-0.47
1613570909661,88.86,0.66,-0.47
